гражданская_авиация,8,19,16,8,16,14,10,10,9,8,15,11,14,10,13,7,15,14,17,17,13,12,21,15,12,11,
налоговый_орган,-1,18,12,11,17,14,13,17,15,13,10,8,14,9,11,7,10,9,10,12,14,12,23,10,18,11,
молочная_продукция,-1,13,8,10,9,7,8,8,13,10,9,7,13,-1,-1,9,9,13,8,-1,10,9,13,8,7,8,
федеральный_закон,-1,35,23,24,22,19,17,23,26,23,19,18,36,18,24,16,26,23,25,18,33,21,26,25,18,24,
региональная_власть,6,25,22,12,18,15,13,22,24,23,14,18,21,14,18,12,18,22,19,19,21,20,28,20,20,19,
резервный_фонд,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
глава_минэкономразвития,-1,20,16,7,15,12,8,14,9,19,10,12,25,11,18,6,15,15,12,6,18,15,18,7,10,8,
земельный_участок,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,
украинский_банк,-1,-1,12,11,14,10,8,12,9,12,8,-1,-1,10,-1,-1,9,-1,-1,7,14,9,22,24,7,11,
международная_платежная_система,-1,16,18,12,17,11,14,10,7,9,10,7,12,10,7,6,12,12,9,9,13,16,26,13,10,16,
краткосрочная_перспектива,-1,10,13,7,9,-1,8,7,13,9,9,6,7,-1,6,7,9,-1,-1,-1,10,7,12,8,7,8,
природный_газ,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
европейская_страна,-1,8,9,-1,9,-1,7,10,6,10,11,10,-1,9,6,-1,-1,9,-1,-1,8,-1,9,12,-1,9,
противный_случай,-1,11,11,8,6,13,13,7,7,9,11,6,9,6,8,-1,10,13,8,8,16,8,9,9,-1,12,
угольная_промышленность,-1,15,11,8,12,-1,6,8,10,6,10,8,12,8,10,8,11,7,10,-1,16,7,17,13,6,13,
территория_украины,-1,12,16,14,19,10,9,9,11,12,8,9,13,10,8,8,10,13,-1,-1,15,20,17,16,7,10,
компания,14,54,39,32,35,28,33,39,35,31,33,27,54,28,23,23,35,35,37,42,43,44,41,42,35,37,
потребительский_кредит,8,22,26,14,23,23,18,25,16,19,12,13,22,15,17,14,24,17,17,20,29,19,23,20,21,14,
потребительское_кредитование,9,20,29,15,26,24,20,27,20,25,18,16,30,17,19,12,28,18,20,18,27,25,26,26,24,13,
общественная_палата,-1,32,24,15,27,19,19,13,19,23,23,18,28,13,25,14,30,25,28,22,32,20,30,25,20,20,
индивидуальный_предприниматель,8,22,19,13,20,14,14,12,22,12,15,14,25,16,14,9,19,18,13,17,19,21,18,19,17,11,
украинская_сторона,-1,-1,11,8,13,8,-1,9,9,9,-1,6,-1,9,7,-1,8,-1,-1,-1,12,10,16,22,-1,12,
госдума,-1,11,10,8,19,13,13,11,8,8,8,7,9,8,12,-1,9,13,12,-1,13,12,13,13,6,-1,
алексей_миллер,-1,-1,9,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,6,-1,-1,-1,
американская_компания,-1,30,17,16,18,17,18,17,26,14,13,13,27,11,10,12,17,17,20,22,18,20,26,21,15,23,
поставка_газа,-1,7,9,7,11,11,8,9,9,8,6,6,6,7,6,6,11,-1,10,6,10,10,6,11,-1,6,
автор_исследования,-1,20,14,9,13,10,14,12,10,15,12,8,8,11,9,7,14,17,10,16,13,17,18,10,7,13,
федеральная_целевая_программа,-1,25,17,18,19,16,10,17,22,17,11,13,23,11,17,13,16,18,16,14,17,17,21,19,16,21,
главный_образ,-1,8,10,-1,6,8,7,6,7,6,7,6,7,6,10,-1,-1,8,6,-1,9,7,-1,10,6,-1,
темп_роста,-1,-1,-1,-1,10,-1,6,-1,6,8,-1,-1,6,-1,-1,-1,-1,-1,8,6,11,7,-1,-1,-1,8,
аналогичный_период,6,10,12,9,16,8,6,16,14,17,13,11,17,9,10,10,10,12,16,10,14,13,17,13,-1,8,
валютный_рынок,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,11,-1,6,-1,10,-1,-1,-1,
кадастровая_стоимость,-1,16,13,10,19,13,12,11,8,14,11,12,16,11,18,9,17,18,17,13,17,19,17,16,12,18,
коммунальная_услуга,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,6,-1,-1,-1,-1,7,
пенсионный_возраст,-1,10,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,9,7,-1,9,-1,-1,-1,
низкий_уровень,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,
новое_правило,-1,11,7,-1,10,-1,7,7,6,9,6,6,8,-1,7,-1,-1,6,6,12,6,8,8,6,6,-1,
физическое_лицо,-1,6,7,7,6,7,-1,6,-1,-1,7,-1,9,-1,-1,-1,-1,-1,-1,-1,9,-1,7,7,6,7,
годовое_выражение,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,
результат,-1,14,17,14,20,13,18,15,12,13,14,13,20,10,14,6,15,13,14,12,19,22,20,16,17,12,
генеральный_директор,10,51,33,29,31,25,29,33,32,33,30,24,42,27,21,21,29,31,32,33,38,35,41,34,31,26,
восточная_сибирь,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
российская_власть,6,38,37,25,31,27,29,30,29,32,29,25,37,22,22,25,32,28,33,24,43,38,41,37,28,27,
внутренний_рынок,-1,11,7,8,6,-1,6,8,8,6,-1,6,6,7,6,-1,-1,7,7,6,9,16,8,7,6,-1,
экономический_рост,7,31,25,16,30,20,15,29,18,26,25,18,30,16,22,15,25,28,28,23,32,29,42,27,19,17,
налог,-1,-1,-1,6,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,
керченский_пролив,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,
украинская_экономика,-1,7,12,9,12,10,7,10,10,10,10,-1,-1,10,11,-1,10,9,7,-1,14,11,25,16,-1,15,
ее_мнение,-1,-1,7,6,7,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,7,11,8,-1,-1,9,-1,-1,
третий_кварталация,-1,-1,-1,-1,8,-1,6,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
среднесрочная_перспектива,-1,10,13,6,12,-1,7,-1,13,8,9,6,7,6,6,7,6,6,-1,-1,10,7,12,8,7,7,
запрос_известий"",-1,30,19,15,23,18,16,16,25,18,22,18,26,11,8,12,17,22,14,25,24,19,31,19,16,16,
иностранный_инвестор,-1,23,23,14,21,18,19,13,23,17,17,20,31,20,15,11,14,21,19,20,26,22,28,23,19,20,
валютный_курс,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,
уровень_инфляции,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,
банк,-1,8,12,7,12,12,8,13,9,14,13,10,9,12,10,-1,15,13,11,9,15,12,17,16,9,6,
финансовый_рынок,-1,22,26,17,26,20,13,18,17,21,23,11,21,18,17,6,20,18,19,15,28,20,22,25,18,14,
независимый_эксперт,-1,20,9,11,17,15,11,15,9,11,9,14,17,13,8,-1,16,15,10,12,14,20,18,13,11,7,
российский_бизнес,7,36,34,25,32,29,27,30,29,29,27,25,37,24,23,23,35,30,33,22,42,35,46,37,26,28,
средняя_зарплата,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,7,-1,6,7,7,7,-1,-1,-1,-1,
чрезвычайная_ситуация,-1,9,9,6,9,6,-1,8,6,6,-1,7,7,6,8,-1,6,7,14,10,9,7,7,11,8,7,
второе_место,-1,8,10,8,-1,-1,6,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,
юридическая_фирма,-1,9,17,14,11,10,-1,9,14,14,9,9,-1,9,7,-1,6,10,-1,10,12,13,13,13,11,12,
газотранспортная_система,-1,14,8,7,9,8,9,9,8,7,7,7,9,6,-1,-1,8,11,10,10,11,10,15,11,9,7,
директор_департамента,7,45,29,21,30,24,23,26,26,24,28,18,34,18,20,13,23,25,26,30,33,30,41,24,25,22,
голубое_топливо,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
ключевая_ставка,-1,-1,-1,-1,9,-1,-1,-1,-1,6,-1,-1,-1,-1,8,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,
президент_россии,6,31,32,21,29,22,19,25,20,23,23,20,29,21,16,15,19,28,29,18,34,27,33,28,20,20,
правительство_рф,14,49,41,33,39,27,34,32,33,31,31,27,43,27,28,22,37,38,33,31,45,43,45,41,35,33,
промышленное_производство,8,33,25,19,21,19,16,20,20,16,15,18,24,19,13,21,18,22,21,21,29,22,23,23,21,23,
дополнительное_средство,10,56,35,33,37,31,30,34,36,33,34,31,53,27,30,18,37,39,36,39,51,42,48,42,34,37,
депутат_госдумы,-1,-1,8,8,12,10,-1,9,-1,6,-1,7,8,6,8,-1,9,9,8,-1,8,11,9,11,-1,-1,
крупная_компания,9,42,24,24,22,25,25,31,29,23,24,19,37,20,17,21,28,24,29,34,33,37,33,34,24,30,
украина,-1,-1,13,9,12,11,6,10,7,9,8,-1,-1,8,7,-1,8,-1,-1,-1,13,11,22,23,7,13,
налоговая_нагрузка,-1,9,12,6,8,7,-1,6,-1,-1,10,-1,8,-1,-1,-1,-1,7,-1,-1,9,7,-1,-1,-1,6,
налог_на_прибыль,-1,-1,9,8,9,-1,7,8,7,7,8,7,8,6,-1,-1,9,6,6,-1,6,-1,7,7,-1,6,
развитая_страна,-1,14,9,6,8,6,8,6,7,16,-1,10,17,8,12,-1,10,8,7,-1,11,12,6,8,7,6,
розничный_бизнес,-1,11,7,10,11,10,7,12,7,10,10,9,12,8,-1,7,12,15,11,7,12,9,18,8,7,-1,
социальная_сфера,-1,27,19,14,20,13,14,15,21,14,16,14,11,11,11,14,19,18,19,12,16,16,20,18,16,18,
законопроект,9,31,32,24,30,21,22,24,26,20,19,15,29,17,18,15,23,26,21,24,27,36,24,26,22,20,
экспортная_пошлина,-1,-1,7,6,7,8,9,10,6,-1,-1,8,-1,-1,-1,8,6,7,6,-1,11,8,8,-1,-1,-1,
опережающее_развитие,-1,10,9,7,6,12,6,8,-1,6,7,9,17,7,8,7,7,-1,7,6,15,16,10,7,-1,9,
национальная_экономика,-1,46,32,22,34,28,20,33,25,31,29,22,33,20,23,20,27,28,30,30,39,31,52,31,26,26,
инвестор,-1,16,19,11,13,15,15,13,17,14,19,9,26,17,12,11,14,18,8,17,24,22,17,23,18,17,
высокая_цена,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,-1,9,6,-1,-1,-1,-1,
продукт_питания,-1,8,-1,8,-1,-1,6,8,12,11,-1,-1,-1,-1,-1,-1,-1,9,6,-1,-1,7,-1,-1,-1,-1,
последнее_время,-1,20,20,18,18,15,11,15,13,15,17,13,17,14,16,7,13,13,20,15,26,21,16,21,17,6,
внутренний_спрос,-1,12,7,10,7,6,-1,7,7,6,-1,7,-1,6,6,-1,-1,7,7,6,10,13,10,-1,-1,-1,
кредит,7,15,19,10,18,17,10,16,17,22,14,13,18,15,16,8,22,13,15,14,18,16,23,19,17,12,
российский_бюджет,6,42,33,25,35,28,26,28,32,31,28,26,35,21,24,24,31,29,36,29,42,39,49,39,28,30,
исполнительный_директор,12,54,42,35,42,29,32,37,32,35,35,29,48,30,28,23,31,38,38,37,47,42,50,40,36,31,
фондовый_рынок,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,6,-1,-1,-1,
российская_экономика,-1,40,34,22,30,25,24,26,24,32,30,25,37,19,23,20,29,26,30,24,41,35,43,33,22,25,
инфляционное_ожидание,-1,-1,-1,-1,-1,-1,-1,6,-1,6,-1,-1,-1,-1,-1,-1,-1,6,9,-1,6,-1,-1,-1,-1,-1,
